"DATELASTUPDATED","DEFINITION","IDENTIFIER","REFERENCEURL","TITLE","VOCABULARYID"
"2025-04-09 08:03:18.957","","6318","","PRODUCER","24"
"2025-04-09 08:03:18.33","","5183","","PROFESSIONAL EQUIPMENT AND SUPPLIES","24"
"2025-04-09 08:03:19.347","","6992","","PROFESSIONAL MEMBERSHIP ORGANIZATIONS","24"
"2025-04-09 08:03:19.29","","6823","","PROFESSIONAL SCHOOLS","24"
"2025-04-09 08:03:19.103","","6500","","PROFESSIONAL SERVICES","24"
"2025-04-09 08:03:17.837","","3500","","PROFESSIONAL, SCIENTIFIC INSTRUMENTS, PHOTOGRAPHIC, OPTICAL, WATCHES","24"
"2025-04-09 08:03:18.953","","6317","","PROMOTER","24"
"2025-04-09 08:03:18.793","","6155","","PROPERTY MANAGEMENT SERVICES","24"
"2025-04-09 08:03:19.22","","6720","","PROTECTIVE FUNCTIONS","24"
"2025-04-09 08:03:19.407","","7200","","PUBLIC ASSEMBLY","24"
"2025-04-09 08:03:19.44","","7230","","PUBLIC ASSEMBLY","24"
"2025-04-09 08:03:17.24","","2530","","PUBLIC BUILDING FURNITURE","24"
"2025-04-09 08:03:18.95","","6316","","PUBLIC RELATIONS SERVICE","24"
"2025-04-09 08:03:19.71","","9600","","PUBLIC REST ROOMS","24"
"2025-04-09 08:03:17.26","","2610","","PULP MANUFACTURING","24"
"2025-04-09 08:03:17.55","","3250","","PUTTERY AND RELATED PRODUCTS","24"
"2025-04-09 08:03:19.437","","7223","","RACE TRACKS","24"
"2025-04-09 08:03:19.533","","7416","","RACQUET AND HAND BALL COURTS","24"
"2025-04-09 08:03:19.093","","6492","","RADIO AND T.V. REPAIR","24"
"2025-04-09 08:03:18.067","","4731","","RADIO BROADCASTING STUDIOS","24"
"2025-04-09 08:03:18.067","","4730","","RADIO COMMUNICATION","24"
"2025-04-09 08:03:18.07","","4732","","RADIO TRANSMITTING STATIONS","24"
"2025-04-09 08:03:18.583","","5731","","RADIOS AND TELEVISIONS","24"
"2025-04-09 08:03:17.77","","3435","","RADIOS AND TELEVISIONS","24"
"2025-04-09 08:03:18.58","","5730","","RADIOS, TELEVISIONS AND MUSIC SUPPLIES","24"
"2025-04-09 08:03:17.797","","3444","","RAILROAD EQUIPMENT - MANUFACTURING","24"
"2025-04-09 08:03:17.967","","4116","","RAILROAD EQUIPMENT AND MAINTENANCE","24"
"2025-04-09 08:03:17.963","","4114","","RAILROAD TERMINALS, FREIGHT","24"
"2025-04-09 08:03:17.96","","4113","","RAILROAD TERMINALS, PASSENGER","24"
"2025-04-09 08:03:17.957","","4110","","RAILROAD TRANSPORTATION","24"
"2025-04-09 08:03:17.953","","4100","","RAILROAD, RAPID RAIL TRANSIT, AND STREET RAILWAY TRANSPORTATION","24"
"2025-04-09 08:03:18.787","","6152","","REAL ESTATE AGENTS, BROKERS AND MANAGEMENT SERVICES","24"
"2025-04-09 08:03:18.783","","6150","","REAL ESTATE AND RELATED SERVICES","24"
"2025-04-09 08:03:18.797","","6157","","REAL ESTATE RENTAL OR LEASING","24"
"2025-04-09 08:03:18.79","","6154","","REAL ESTATE SUBDIVIDING AND DEVELOPING","24"
"2025-04-09 08:03:17.493","","3130","","RECLAIMING RUBBER","24"
"2025-04-09 08:03:17.923","","3971","","RECORD PRODUCTION","24"
"2025-04-09 08:03:19.557","","7424","","RECREATION CENTERS","24"
"2025-04-09 08:03:19.51","","7400","","RECREATIONAL ACTIVITIES","24"
"2025-04-09 08:03:19.26","","6757","","RECRUITING STATIONS","24"
"2025-04-09 08:03:16.92","","1253","","RECTORIES","24"
"2025-04-09 08:03:19.36","","6995","","RECYCLING","24"
"2025-04-09 08:03:17.63","","3330","","REFINING AND SMELTING OF NON-FERROUS METALS","24"
"2025-04-09 08:03:19.017","","6373","","REFRIGERATED WAREHOUSING","24"
"2025-04-09 08:03:18.157","","4855","","REFUSE DISPOSALS","24"
"2025-04-09 08:03:18.147","","4851","","REFUSE INCINERATION","24"
"2025-04-09 08:03:19.32","","6910","","RELIGIOUS ACTIVITIES","24"
"2025-04-09 08:03:16.913","","1250","","RELIGIOUS QUARTERS","24"
"2025-04-09 08:03:19.03","","6378","","RENTAL OR LEASING","24"
"2025-04-09 08:03:19.063","","6400","","REPAIR SERVICES","24"
"2025-04-09 08:03:19.037","","6391","","RESEARCH DEVELOPMENT AND TESTING SERVICES","24"
"2025-04-09 08:03:16.897","","1230","","RESIDENCE HALLS OR DORMITORIES","24"
"2025-04-09 08:03:16.743","","1000","","RESIDENTIAL","24"
"2025-04-09 08:03:16.93","","1300","","RESIDENTIAL HOTELS","24"
"2025-04-09 08:03:16.87","","1145","","RESIDENTIAL SPLIT USE","24"
"2025-04-09 08:03:19.61","","7500","","RESORTS AND GROUP CAMPS","24"
"2025-04-09 08:03:18.693","","5990","","RETAIL TRADE","24"
"2025-04-09 08:03:18.51","","5600","","RETAIL TRADE - APPAREL AND ACCESSORIES","24"
"2025-04-09 08:03:18.467","","5500","","RETAIL TRADE - AUTOMOTIVE, MARINE CRAFT, AIRCRAFT, AND ACCESSORIES","24"
"2025-04-09 08:03:18.373","","5200","","RETAIL TRADE - BUILDING MATERIALS, HARDWARE, AND FARM EQUIPMENT","24"
"2025-04-09 08:03:18.59","","5800","","RETAIL TRADE - EATING AND DRINKING","24"
"2025-04-09 08:03:18.433","","5400","","RETAIL TRADE - FOOD","24"
"2025-04-09 08:03:18.553","","5700","","RETAIL TRADE - FURNITURE, HOME FURNISHINGS, AND EQUIPMENT","24"
"2025-04-09 08:03:18.407","","5300","","RETAIL TRADE - GENERAL MERCHANDISE","24"
"2025-04-09 08:03:16.907","","1241","","RETIREMENT HOMES","24"
"2025-04-09 08:03:16.907","","1240","","RETIREMENT HOMES AND ORPHANAGES","24"
"2025-04-09 08:03:17.04","","2195","","ROASTING COFFEE AND COFFEE PRODUCTS","24"
"2025-04-09 08:03:19.53","","7415","","ROLLER SKATING RINKS","24"
"2025-04-09 08:03:17.647","","3350","","ROLLING, DRAWING, AND EXTRUDING OF NON-FERROUS METALS","24"
"2025-04-09 08:03:19.2","","6626","","ROOFING, SHEET METAL AND WELDING SERVICES","24"
"2025-04-09 08:03:16.893","","1210","","ROOMING AND BOARDING HOUSES","24"
"2025-04-09 08:03:17.47","","3100","","RUBBER AND MISCELLANEOUS PLASTIC PRODUCTS","24"
"2025-04-09 08:03:17.487","","3120","","RUBBER FOOTWEAR","24"
"2025-04-09 08:03:17.493","","3190","","RUBBER PRODUCTS","24"
"2025-04-09 08:03:18.84","","6215","","RUG CLEANING AND REPAIR","24"
"2025-04-09 08:03:19.127","","6516","","SANITARIUMS, CONVALESCENT AND REST HOMES","24"
"2025-04-09 08:03:18.153","","4854","","SANITARY LAND FILLS","24"
"2025-04-09 08:03:17.293","","2647","","SANITARY PAPER PRODUCTS","24"
"2025-04-09 08:03:18.75","","6121","","SAVINGS AND LOAN ASSOCIATIONS","24"
"2025-04-09 08:03:17.16","","2421","","SAWMILLS AND PLAINING MILLS, GENERAL","24"
"2025-04-09 08:03:17.157","","2420","","SAWMILLS AND PLANING MILLS PRODUCTS (WOOD)","24"
"2025-04-09 08:03:18.353","","5193","","SCRAP AND WASTE MATERIALS","24"
"2025-04-09 08:03:18.657","","5932","","SECOND HAND MERCHANDISE","24"
"2025-04-09 08:03:19.273","","6813","","SECONDARY","24"
"2025-04-09 08:03:16.773","","1118","","SECTION 42 HOUSING","24"
"2025-04-09 08:03:18.77","","6134","","SECURITY AND COMMODITY ALLIED SERVICES","24"
"2025-04-09 08:03:18.76","","6130","","SECURITY AND COMMODITY BROKERS, DEALERS, EXCHANGES AND SERVICES","24"
"2025-04-09 08:03:18.767","","6133","","SECURITY AND COMMODITY EXCHANGES","24"
"2025-04-09 08:03:18.763","","6131","","SECURITY BROKERS AND DEALERS","24"
"2025-04-09 08:03:19.23","","6724","","SECURITY OR WATCHMAN SERVICE","24"
"2025-04-09 08:03:18.84","","6214","","SELF-SERVICE LAUNDERING AND DRY CLEANING","24"
"2025-04-09 08:03:16.927","","1255","","SEMINARIES","24"
"2025-04-09 08:03:17.743","","3428","","SERVICE INDUSTRY MACHINES","24"
"2025-04-09 08:03:18.727","","6000","","SERVICES","24"
"2025-04-09 08:03:16.88","","1170","","SEVEN FAMILY UNIT","24"
"2025-04-09 08:03:18.133","","4840","","SEWAGE DISPOSAL","24"
"2025-04-09 08:03:18.143","","4843","","SEWAGE PRESSURE CONTROL STATION","24"
"2025-04-09 08:03:18.14","","4842","","SEWAGE SLUDGE DRYING BEDS","24"
"2025-04-09 08:03:18.137","","4841","","SEWAGE TREATMENT PLANTS","24"
"2025-04-09 08:03:18.973","","6338","","SEWER & DRAIN CLEANING","24"
"2025-04-09 08:03:17.793","","3443","","SHIP AND BOAT BUILDING","24"
"2025-04-09 08:03:18.913","","6253","","SHOE REPAIR AND SHINING","24"
"2025-04-09 08:03:18.543","","5660","","SHOES","24"
"2025-04-09 08:03:16.933","","1307","","SHORT TERM RENTAL MIXED USE","24"
"2025-04-09 08:03:16.96","","1385","","SHORT TERM RENTAL-APARTMENT BUILDING","24"
"2025-04-09 08:03:16.937","","1314","","SHORT TERM RENTAL-CONDOMINIUM - 6 UNITS OR LESS PER BLDG","24"
"2025-04-09 08:03:16.94","","1315","","SHORT TERM RENTAL-CONDOMINIUM - MORE THAN 6 UNITS PER BLDG","24"
"2025-04-09 08:03:16.95","","1340","","SHORT TERM RENTAL-FOUR FAMILY","24"
"2025-04-09 08:03:16.953","","1350","","SHORT TERM RENTALS 5 UNITS","24"
"2025-04-09 08:03:16.957","","1360","","SHORT TERM RENTALS 6 UNITS","24"
"2025-04-09 08:03:16.937","","1310","","SHORT TERM RENTAL-SINGLE FAMILY","24"
"2025-04-09 08:03:16.947","","1330","","SHORT TERM RENTAL-THREE FAMILY","24"
"2025-04-09 08:03:16.943","","1320","","SHORT TERM RENTAL-TWO FAMILY","24"
"2025-04-09 08:03:16.947","","1322","","SHORT TERM RENTAL-TWO FAMILY","24"
"2025-04-09 08:03:17.043","","2196","","SHORTENING, VEGETABLE OIL, MARGARINE, AND OTHER EDIBLE FATS AND OILS","24"
"2025-04-09 08:03:17.687","","3414","","SIGHTING AND FIRING CONTROL EQUIPMENT","24"
"2025-04-09 08:03:17.947","","3997","","SIGNS AND ADVERTISING DISPLAYS","24"
"2025-04-09 08:03:17.893","","3914","","SILVERWARE AND PLATED WARE","24"
"2025-04-09 08:03:16.76","","1110","","SINGLE FAMILY UNITS","24"
"2025-04-09 08:03:16.88","","1160","","SIX FAMILY UNIT","24"
"2025-04-09 08:03:17.693","","3415","","SMALL ARMS","24"
"2025-04-09 08:03:17.703","","3416","","SMALL ARMS AMMUNITION","24"
"2025-04-09 08:03:18.45","","5445","","SNOW CONE/ICE CREAM","24"
"2025-04-09 08:03:17.397","","2841","","SOAP AND DETERGENTS","24"
"2025-04-09 08:03:17.39","","2840","","SOAP, DETERGENTS, CLEANING PREPARATIONS, PERFUMES, AND COSMETICS","24"
"2025-04-09 08:03:19.333","","6922","","SOCIAL SERVICES","24"
"2025-04-09 08:03:18.143","","4850","","SOLID WASTE DISPOSAL","24"
"2025-04-09 08:03:19.187","","6620","","SPECIAL CONSTRUCTION TRADE SERVICES","24"
"2025-04-09 08:03:19.293","","6830","","SPECIAL TRAINING AND SCHOOLING","24"
"2025-04-09 08:03:17.397","","2842","","SPECIALTY CLEANING, POLISH AND SANITATION PREPARATIONS","24"
"2025-04-09 08:03:18.667","","5951","","SPORTING GOODS","24"
"2025-04-09 08:03:18.667","","5950","","SPORTING GOODS AND BICYCLES","24"
"2025-04-09 08:03:19.517","","7410","","SPORTS ACTIVITIES","24"
"2025-04-09 08:03:19.43","","7220","","SPORTS ASSEMBLY","24"
"2025-04-09 08:03:19.433","","7221","","STADIUMS","24"
"2025-04-09 08:03:18.663","","5942","","STATIONERY AND CARDS","24"
"2025-04-09 08:03:17.623","","3315","","STEEL PIPES AND TUBES","24"
"2025-04-09 08:03:17.603","","3310","","STEEL PROCESSING AND PRODUCTS","24"
"2025-04-09 08:03:17.62","","3314","","STEEL SHEET, STRIP AND BARS","24"
"2025-04-09 08:03:17.613","","3313","","STEEL WIRE, NAILS AND SPIKES","24"
"2025-04-09 08:03:19.013","","6372","","STOCK YARDS","24"
"2025-04-09 08:03:17.497","","3200","","STONE, CLAY, AND GLASS PRODUCTS","24"
"2025-04-09 08:03:19.25","","6753","","STORAGE DEPOTS AND TRANSPORTATION CENTERS (MILITARY ONLY)","24"
"2025-04-09 08:03:19.327","","6913","","STOREFRONT CHURCHES","24"
"2025-04-09 08:03:19.18","","6612","","STREET PAVING AND CONSTRUCTION","24"
"2025-04-09 08:03:17.52","","3240","","STRUCTURAL CLAY PRODUCTS","24"
"2025-04-09 08:03:17.01","","2170","","SUGAR, CONFECTIONERY, AND RELATED PRODUCTS MANUFACTURING","24"
"2025-04-09 08:03:17.857","","3541","","SURGICAL AND MEDICAL INSTRUMENTS AND EQUIPMENT","24"
"2025-04-09 08:03:17.85","","3540","","SURGICAL, MEDICAL AND DENTAL INSTRUMENTS AND SUPPLIES","24"
"2025-04-09 08:03:19.573","","7430","","SWIMMING POOLS","24"
"2025-04-09 08:03:17.687","","3413","","TANKS AND TANK COMPONENTS","24"
"2025-04-09 08:03:18.88","","6234","","TANNING SALONS","24"
"2025-04-09 08:03:18.86","","6227","","TATTOO ARTIST","24"
"2025-04-09 08:03:18.857","","6226","","TATTOO PARLOR","24"
"2025-04-09 08:03:18.003","","4291","","TAXI AND TAXI DRIVER","24"
"2025-04-09 08:03:18.913","","6254","","TAXIDERMIST AND TANNING","24"
"2025-04-09 08:03:18.06","","4720","","TELEGRAPH COMMUNICATION","24"
"2025-04-09 08:03:18.063","","4721","","TELEGRAPH MESSAGE CENTERS","24"
"2025-04-09 08:03:18.063","","4722","","TELEGRAPH TRANSMITTING AND RECEIVING STATIONS","24"
"2025-04-09 08:03:18.053","","4710","","TELEPHONE COMMUNICATION","24"
"2025-04-09 08:03:18.057","","4711","","TELEPHONE EXCHANGE STATIONS","24"
"2025-04-09 08:03:18.077","","4741","","TELEVISION BROADCASTING STUDIOS","24"
"2025-04-09 08:03:18.073","","4740","","TELEVISION COMMUNICATIONS","24"
"2025-04-09 08:03:18.077","","4742","","TELEVISION TRANSMITTING STATIONS","24"
"2025-04-09 08:03:19.523","","7413","","TENNIS COURTS","24"
"2025-04-09 08:03:19.727","","9999","","TEST","24"
"2025-04-09 08:03:17.053","","2200","","TEXTILE MILL PRODUCTS","24"
"2025-04-09 08:03:17.107","","2390","","TEXTILE PRODUCTS FOR THE HOME","24"
"2025-04-09 08:03:16.827","","1130","","THREE FAMILY UNIT","24"
"2025-04-09 08:03:17.48","","3110","","TIRE AND INNERTUBES","24"
"2025-04-09 08:03:18.23","","5113","","TIRE AND TUBES","24"
"2025-04-09 08:03:18.787","","6153","","TITLE ABSTRACTING SERVICES","24"
"2025-04-09 08:03:17.917","","3963","","TOBACCO AND SNUFF","24"
"2025-04-09 08:03:18.357","","5194","","TOBACCO AND TOBACCO PRODUCTS","24"
"2025-04-09 08:03:17.907","","3960","","TOBACCO MANUFACTURING","24"
"2025-04-09 08:03:17.917","","3964","","TOBACCO STEMMING AND REDRYING","24"
"2025-04-09 08:03:18.227","","5111","","TOWING/WRECKERS","24"
"2025-04-09 08:03:16.763","","1111","","TOWNHOUSE","24"
"2025-04-09 08:03:17.9","","3930","","TOYS, AMUSEMENTS, SPORTING, AND ATHLETIC GOODS","24"
"2025-04-09 08:03:18.19","","5000","","TRADE","24"
"2025-04-09 08:03:19.053","","6396","","TRADING STAMP SERVICES","24"
"2025-04-09 08:03:19.243","","6751","","TRAINING BASES","24"
"2025-04-09 08:03:17.783","","3440","","TRANSPORTATION EQUIPMENT","24"
"2025-04-09 08:03:18.337","","5185","","TRANSPORTATION EQUIPMENT AND SUPPLIES","24"
"2025-04-09 08:03:18.173","","4920","","TRANSPORTATION SERVICES AND ARRANGEMENTS","24"
"2025-04-09 08:03:18.183","","4924","","TRANSPORTATION TICKET SERVICES","24"
"2025-04-09 08:03:17.95","","4000","","TRANSPORTATION, COMMUNICATION, AND UTILITIES","24"
"2025-04-09 08:03:18.18","","4923","","TRAVEL ARRANGING SERVICES","24"
"2025-04-09 08:03:17.993","","4223","","TRUCK PARKING-IMPROVED","24"
"2025-04-09 08:03:17.997","","4224","","TRUCK PARKING-UNIMPROVED","24"
"2025-04-09 08:03:19.077","","6413","","TRUCK REPAIR SERVICES","24"
"2025-04-09 08:03:18.477","","5513","","TRUCKS (NEW AND USED)","24"
"2025-04-09 08:03:18.48","","5514","","TRUCKS (USED ONLY)","24"
"2025-04-09 08:03:16.773","","1120","","TWO FAMILY UNIT","24"
"2025-04-09 08:03:17.327","","2781","","TYPESETTING","24"
"2025-04-09 08:03:17.947","","3998","","UMBRELLAS, PARASOLS AND CANES","24"
"2025-04-09 08:03:19.71","","9520","","UNDER CONSTRUCTION (NONRESIDENTIAL)","24"
"2025-04-09 08:03:19.707","","9510","","UNDER CONSTRUCTION (RESIDENTIAL)","24"
"2025-04-09 08:03:19.65","","9000","","UNDEVELOPED LAND AND WATER AREAS","24"
"2025-04-09 08:03:18.843","","6216","","UNIFORM RENTAL","24"
"2025-04-09 08:03:18.88","","6233","","UNISEX SALON","24"
"2025-04-09 08:03:19.283","","6821","","UNIVERSITY AND COLLEGE","24"
"2025-04-09 08:03:19.28","","6820","","UNIVERSITY, COLLEGE, JUNIOR COLLEGE AND PROFESSIONAL SCHOOLS","24"
"2025-04-09 08:03:19.713","","9800","","UNSPECIFIED","24"
"2025-04-09 08:03:19.097","","6494","","UPHOLSTERY AND FURNITURE REPAIR","24"
"2025-04-09 08:03:19.163","","6594","","URBAN PLANNING SERVICES","24"
"2025-04-09 08:03:18.09","","4800","","UTILITIES","24"
"2025-04-09 08:03:19.663","","9112","","VACANT AND BOARDED","24"
"2025-04-09 08:03:19.683","","9152","","VACANT AND BOARDED - COMMERCIAL","24"
"2025-04-09 08:03:19.677","","9142","","VACANT AND BOARDED - INDUSTRIAL","24"
"2025-04-09 08:03:19.697","","9172","","VACANT AND BOARDED - RESIDENTIAL","24"
"2025-04-09 08:03:19.66","","9111","","VACANT AND OPEN","24"
"2025-04-09 08:03:19.683","","9151","","VACANT AND OPEN - COMMERCIAL","24"
"2025-04-09 08:03:19.673","","9141","","VACANT AND OPEN - INDUSTRIAL","24"
"2025-04-09 08:03:19.693","","9171","","VACANT AND OPEN - RESIDENTIAL","24"
"2025-04-09 08:03:19.653","","9100","","VACANT COMMERCIAL / INDUSTRIAL LOT","24"
"2025-04-09 08:03:19.7","","9400","","VACANT FLOOR AREA","24"
"2025-04-09 08:03:16.75","","1015","","VACANT LOT - AGRICULTURAL USE","24"
"2025-04-09 08:03:16.75","","1010","","VACANT RESIDENTIAL LOT","24"
"2025-04-09 08:03:18.933","","6303","","VALET SERVICE","24"
"2025-04-09 08:03:18.413","","5330","","VARIETY STORES","24"
"2025-04-09 08:03:18.417","","5340","","VENDING MACHINE OPERATORS","24"
"2025-04-09 08:03:18.207","","5061","","VENDOR-FESTIVAL","24"
"2025-04-09 08:03:18.21","","5062","","VENDOR-SIDEWALK","24"
"2025-04-09 08:03:18.213","","5063","","VENDOR-VEHICLE","24"
"2025-04-09 08:03:17.187","","2432","","VENEER AND PLYWOOD","24"
"2025-04-09 08:03:17.253","","2591","","VENETIAN BLINDS AND SHADES","24"
"2025-04-09 08:03:19.617","","7620","","VEST POCKET PARKS","24"
"2025-04-09 08:03:19.637","","8221","","VETERINARIAN SERVICES","24"
"2025-04-09 08:03:18.587","","5733","","VIDEO RENTAL AND SALES","24"
"2025-04-09 08:03:19.297","","6831","","VOCATIONAL OR TRADE SCHOOLS","24"
"2025-04-09 08:03:17.283","","2644","","WALLPAPER","24"
"2025-04-09 08:03:19.007","","6370","","WAREHOUSING AND STORAGE","24"
"2025-04-09 08:03:19.093","","6493","","WATCH, CLOCK, AND JEWELRY REPAIR","24"
"2025-04-09 08:03:17.873","","3570","","WATCHES, CLOCKS AND PARTS","24"
"2025-04-09 08:03:18.13","","4835","","WATER PRESSURE CONTROL STATIONS","24"
"2025-04-09 08:03:18.127","","4833","","WATER STORAGE","24"
"2025-04-09 08:03:18.127","","4832","","WATER TREATMENT PLANTS","24"
"2025-04-09 08:03:18.12","","4830","","WATER UTILITY","24"
"2025-04-09 08:03:17.67","","3410","","WEAPONS, AMMUNITION AND ACCESSORIES","24"
"2025-04-09 08:03:19.147","","6532","","WEBSITE DESIGN","24"
"2025-04-09 08:03:19.327","","6920","","WELFARE, SOCIAL AND CHARITABLE SERVICES","24"
"2025-04-09 08:03:19.207","","6628","","WELL DRILLING","24"
"2025-04-09 08:03:18.22","","5100","","WHOLESALE TRADE","24"
"2025-04-09 08:03:18.533","","5631","","WIGS","24"
"2025-04-09 08:03:18.987","","6341","","WINDOW CLEANING SERVICES","24"
"2025-04-09 08:03:17.027","","2183","","WINE AND BRANDY","24"
"2025-04-09 08:03:18.53","","5630","","WOMEN'S ACCESSORIES AND SPECIALTIES","24"
"2025-04-09 08:03:18.527","","5620","","WOMEN'S READY-TO-WEAR","24"
"2025-04-09 08:03:17.077","","2330","","WOMEN'S, GIRL'S, CHILDREN'S, AND INFANT'S CLOTHING AND FURNISHING","24"
"2025-04-09 08:03:17.203","","2491","","WOOD PRESERVING","24"
"2025-04-09 08:03:17.193","","2440","","WOODEN CONTAINERS","24"
"2025-04-09 08:03:18.293","","5155","","WOOL","24"
"2025-04-09 08:03:17.057","","2210","","WOVEN FABRICS - MANUFACTURING","24"
"2025-04-09 08:03:19.597","","7441","","YACHT CLUBS","24"
"2025-04-09 08:03:17.067","","2250","","YARNS AND THREADS","24"
"2025-04-09 08:03:19.577","","7431","","YOGA INSTRUCTOR","24"
"2025-04-09 08:03:19.58","","7432","","YOGA STUDIO","24"
"2025-04-09 08:03:17.637","","3333","","ZINC REFINING AND SMELTING","24"
"2025-04-09 08:03:19.397","","7124","","ZOOS","24"
